42.9,0.6,0.3
42.9,0.7,0.3
42.9,0.8,0.3
42.9,0.9,0.3
42.9,1,0.3
42.8,0.6,0.3
42.8,0.7,0.3
42.8,0.8,0.3
42.8,0.9,0.3
42.8,1,0.3
42.8,1.1,0.80828
42.8,1.2,0.98125
42.8,1.3,1.1707
42.8,1.4,1.1841
42.7,0.6,0.3
42.7,0.7,0.3
42.7,0.8,0.3
42.7,0.9,0.3
42.7,1,0.3
42.7,1.1,0.93174
42.7,1.2,1.0956
42.7,1.3,1.2048
42.7,1.4,1.2374
42.7,1.5,1.2486
42.7,1.6,1.2017
42.7,1.7,1.0861
42.7,1.8,0.96317
42.6,0.7,0
42.6,0.8,0
42.6,0.9,0
42.6,1,0
42.6,1.1,1.4
42.6,1.2,1.4
42.6,1.3,1.2302
42.6,1.4,1.289
42.6,1.5,1.3377
42.6,1.6,1.2897
42.6,1.7,1.0728
42.6,1.8,0.87413
42.5,0.7,0.5
42.5,0.8,0.5
42.5,0.9,0.5
42.5,1,0.5
42.5,1.1,1.0733
42.5,1.2,1.2073
42.5,1.3,1.2293
42.5,1.4,1.3065
42.5,1.5,1.4
42.5,1.6,1.3358
42.5,1.7,0.95473
42.5,1.8,0.75046
42.5,1.9,0.79011
42.5,2,0.87891
42.5,2.1,0.85634
42.5,2.2,0.90869
42.5,2.3,1.1612
42.5,2.4,1
42.5,2.6,1.4175
42.5,2.7,1.4479
42.5,2.8,1.4787
42.5,2.9,1.4684
42.5,3,1.4718
42.5,3.1,1.4809
42.5,3.2,1.4873
42.4,0.7,0.5
42.4,0.8,0.5
42.4,0.9,0.5
42.4,1,0.5
42.4,1.1,1.0023
42.4,1.2,1.1567
42.4,1.3,1.1906
42.4,1.4,1.2511
42.4,1.5,1.273
42.4,1.6,1.124
42.4,1.7,0.67591
42.4,1.8,0.5
42.4,1.9,0.72217
42.4,2,0.88814
42.4,2.1,0.91521
42.4,2.2,0.95613
42.4,2.3,1.0948
42.4,2.4,1
42.4,2.5,1.2
42.4,2.6,1.2485
42.4,2.7,1.2946
42.4,2.8,1.301
42.4,2.9,1.2982
42.4,3,1.2708
42.4,3.1,1.2188
42.4,3.2,1.1559
42.4,3.3,1.1011
42.4,3.4,1.0764
42.3,0.7,0.5
42.3,0.8,0.5
42.3,0.9,0.5
42.3,1,0.5
42.3,1.1,0.911
42.3,1.2,1.0763
42.3,1.3,1.1267
42.3,1.4,1.1705
42.3,1.5,1.1262
42.3,1.6,0.97224
42.3,1.7,0.71786
42.3,1.8,0.63875
42.3,1.9,0.84312
42.3,2,0.97242
42.3,2.1,0.97778
42.3,2.2,0.99014
42.3,2.3,1.0718
42.3,2.4,1
42.3,2.5,1.1329
42.3,2.6,1.1688
42.3,2.7,1.1986
42.3,2.8,1.1681
42.3,2.9,1.1514
42.3,3,1.1132
42.3,3.1,1.052
42.3,3.2,0.98932
42.3,3.3,0.95046
42.2,0.7,0.5
42.2,0.8,0.5
42.2,0.9,0.5
42.2,1,0.5
42.2,1.1,0.81999
42.2,1.2,0.98215
42.2,1.3,1.0629
42.2,1.4,1.2602
42.2,1.5,1.2089
42.2,1.6,1.1344
42.2,1.7,1.0899
42.2,1.8,1.1706
42.2,1.9,1.2234
42.2,2,1.1822
42.2,2.1,1.1228
42.2,2.2,1.0824
42.2,2.3,1.1034
42.2,2.4,1
42.2,2.5,1.08
42.2,2.6,1.1038
42.2,2.7,1.1122
42.2,2.8,1.0535
42.2,2.9,1.0269
42.2,3,0.96918
42.2,3.1,0.87768
42.2,3.2,0.80282
42.1,0.6,0.60569
42.1,0.7,0.5
42.1,0.8,0.5372
42.1,0.9,0.62683
42.1,1,0.73094
42.1,1.1,0.95406
42.1,1.2,0.89739
42.1,1.3,1.0137
42.1,1.4,1.3243
42.1,1.5,1.3062
42.1,1.6,1.2944
42.1,1.7,1.3194
42.1,1.8,1.4
42.1,1.9,1.3771
42.1,2,1.2585
42.1,2.1,1.1309
42.1,2.2,1.0522
42.1,2.3,1.037
42.1,2.4,1
42.1,2.5,1
42.1,2.6,1
42.1,2.7,1
42.1,2.8,0.96422
42.1,2.9,0.92486
42.1,3,0.78582
42.1,3.1,0.62747
42.1,3.2,0.55519
42.1,3.3,0.54983
42,0.5,1.1277
42,0.6,0.81941
42,0.7,0.5712
42,0.8,0.64534
42,0.9,0.96294
42,1,1.2758
42,1.1,1.4962
42,1.2,1.5631
42,1.3,1.7378
42,1.4,1.4249
42,1.5,1.4446
42,1.6,1.6665
42,1.7,1.6722
42,1.8,1.5242
42,1.9,1.5188
42,2,1.4784
42,2.1,1.2998
42,2.2,1.0847
42,2.3,1
42,2.4,1.105
42,2.5,1.1676
42,2.6,1.0817
42,2.7,1
42,2.8,1
42,2.9,0.96637
42,3,0.78946
42,3.1,0.57579
42,3.2,0.5
42,3.3,0.51908
41.9,0.4,1.5534
41.9,0.5,1.4374
41.9,0.6,1.2498
41.9,0.7,1.0751
41.9,0.8,1.1361
41.9,0.9,1.3832
41.9,1,1.6066
41.9,1.1,1.7453
41.9,1.2,1.7983
41.9,1.3,2.0183
41.9,1.4,1.5539
41.9,1.5,1.8374
41.9,1.6,2.0107
41.9,1.7,1.9823
41.9,1.8,1.8686
41.9,1.9,1.8315
41.9,2,1.6959
41.9,2.1,1.4812
41.9,2.2,1
41.9,2.3,1.15
41.9,2.4,1.2426
41.9,2.5,1.2394
41.9,2.6,1.1628
41.9,2.7,1.0196
41.9,2.8,0.98409
41.9,2.9,0.94851
41.9,3,0.77628
41.9,3.1,0.57907
41.9,3.2,0.51153
41.9,3.3,0.522
41.8,0.3,1.4095
41.8,0.4,1.7671
41.8,0.5,1.7697
41.8,0.6,1.7701
41.8,0.7,1.7834
41.8,0.8,1.8782
41.8,0.9,1.9972
41.8,1,2.0492
41.8,1.1,2.0508
41.8,1.2,1.85
41.8,1.3,2.2173
41.8,1.4,1.6805
41.8,1.5,1.9969
41.8,1.6,2.4424
41.8,1.7,2.3339
41.8,1.8,2.257
41.8,1.9,2.2355
41.8,2,2.111
41.8,2.1,1.9312
41.8,2.2,1.6982
41.8,2.3,1.565
41.8,2.4,1.4647
41.8,2.5,1.3422
41.8,2.6,1.2695
41.8,2.7,1.0308
41.8,2.8,0.95061
41.8,2.9,0.90714
41.8,3,0.7606
41.8,3.1,0.62693
41.7,0.3,1.5396
41.7,0.4,1.9066
41.7,0.5,1.9293
41.7,0.6,1.9439
41.7,0.7,2.0975
41.7,0.8,2.4664
41.7,0.9,2.577
41.7,1,2.4703
41.7,1.1,2.338
41.7,1.2,3.9191
41.7,1.3,4.9741
41.7,1.4,4.1057
41.7,1.5,3.7063
41.7,1.6,3.3849
41.7,1.7,2.7361
41.7,1.8,2.3
41.7,1.9,2.479
41.7,2,2.4598
41.7,2.1,2.2456
41.7,2.2,1.8503
41.7,2.3,1.5782
41.7,2.4,1.3971
41.7,2.5,1
41.7,2.6,1.2226
41.7,2.7,1.0384
41.7,2.8,0.93928
41.7,2.9,0.89352
41.6,0.3,1.6134
41.6,0.4,1.9814
41.6,0.5,1.9714
41.6,0.6,1.9
41.6,0.7,2.22
41.6,0.8,3.0085
41.6,0.9,2.9784
41.6,1,2.725
41.6,1.1,2.5716
41.6,1.2,3.5628
41.6,1.3,4.1059
41.6,1.4,3.9963
41.6,1.5,3.8673
41.6,1.6,3.6168
41.6,1.7,2.9839
41.6,1.8,2.7198
41.6,1.9,2.7708
41.6,2,3.7
41.6,2.1,3.2
41.6,2.2,1.7677
41.6,2.3,1
41.6,2.4,1.335
41.6,2.5,1.2469
41.6,2.6,1.2905
41.6,2.7,1.0489
41.5,0.3,1.9
41.5,0.4,2.0992
41.5,0.5,2.0865
41.5,0.6,2.1179
41.5,0.7,2.5295
41.5,0.8,3.2
41.5,0.9,3.0218
41.5,1,2.7557
41.5,1.1,2.608
41.5,1.2,3.5483
41.5,1.3,3.9631
41.5,1.4,4.4678
41.5,1.5,4.4419
41.5,1.6,3.9492
41.5,1.7,3.1589
41.5,1.8,2.9522
41.5,1.9,3.2
41.5,2,1.4
41.5,2.1,2.1373
41.5,2.2,1.9
41.5,2.3,1.6993
41.5,2.4,1
41.4,0.3,1.9
41.4,0.4,2.0146
41.4,0.5,2.0615
41.4,0.6,2.1623
41.4,0.7,2.4301
41.4,0.8,2.6414
41.4,0.9,2.6328
41.4,1,2.5196
41.4,1.1,2.4732
41.4,1.2,3.2724
41.4,1.3,3.8127
41.4,1.4,4.8387
41.4,1.5,5.2964
41.4,1.6,4.186
41.4,1.7,2.2787
41.4,1.8,3.0186
41.4,1.9,3.1907
41.4,2,6
41.4,2.1,1
41.4,2.2,1.4
41.4,2.3,1.8202
41.3,0.3,1.9
41.3,0.4,1.9233
41.3,0.5,1.942
41.3,0.6,1.9741
41.3,0.7,2.178
41.3,0.8,2.2447
41.3,0.9,2.3114
41.3,1,2.3836
41.3,1.1,2.4364
41.3,1.2,2.9705
41.3,1.3,3.5776
41.3,1.4,5.1024
41.3,1.5,6.986
41.3,1.6,8.8527
41.3,1.7,1
41.3,1.8,3.3346
41.3,1.9,3.1607
41.3,2,3.0543
41.3,2.1,2.3692
41.3,2.2,2.1371
41.2,0.2,1.2668
41.2,0.3,1.3749
41.2,0.4,1.7224
41.2,0.5,1.7001
41.2,0.6,1.6557
41.2,0.7,1.8344
41.2,0.8,1.8452
41.2,0.9,2.0321
41.2,1,2.3155
41.2,1.1,1.9
41.2,1.2,2.6647
41.2,1.3,3.1712
41.2,1.4,4.9064
41.2,1.5,7.2946
41.2,1.6,13.8
41.2,1.7,2.3
41.1,0.2,0.92583
41.1,0.3,1.0416
41.1,0.4,1.5489
41.1,0.5,1.4984
41.1,0.6,1.4185
41.1,0.7,1.5297
41.1,0.8,1.3837
41.1,0.9,1.6323
41.1,1,2.284
41.1,1.1,2.8657
41.1,1.2,4.2
41.1,1.3,2.9474
41,0.2,0.92437
41,0.3,1.0736
41,0.4,1.2871
41,0.5,1.273
41,0.6,1.2434
41,0.7,1.3552
41,0.8,1
41,0.9,1.3078
41,1,2.0079
41,1.1,2.6262
40.9,0.2,0.92494
40.9,0.3,1.1117
40.9,0.4,1.3177
40.9,0.5,1.3174
40.9,0.6,1.2977
40.9,0.7,1.4102
40.9,0.8,1.4
40.9,0.9,1.4388
40.8,0.1,0.71776
40.8,0.2,0.92919
40.8,0.3,1.1466
40.8,0.4,1.3474
40.8,0.5,1.367
40.8,0.6,1.3693
40.8,0.7,1.4597
40.8,0.8,1.4766
40.8,0.9,1.5659
40.7,0.2,0.93732
40.7,0.3,1.1627
40.7,0.4,1.3625
40.7,0.5,1.3878
40.7,0.6,1.4
40.7,0.7,1.4637
40.7,0.8,1.5465
40.7,0.9,1.6476
40.6,0.4,1.3604
40.6,0.5,1.3772
40.6,0.6,1.381
40.6,0.7,1.3584
40.6,0.8,1.3242
